Generation,Honest,Corrupt,OptimisticCooperator,PrudentCooperator,OptimisticDefector,PrudentDefector,Completion
87500,0.49,0.51,0.034,0.018,0.916,0.032,87.5%
87600,0.51,0.49,0.04,0.048,0.89,0.022,87.6%
87700,0.55,0.45,0.038,0.038,0.9,0.024,87.7%
87800,0.6,0.4,0.03,0.068,0.876,0.026,87.8%
87900,0.7,0.3,0.024,0.02,0.938,0.018,87.9%
88000,0.38,0.62,0.05,0.012,0.922,0.016,88%
88100,0.62,0.38,0.012,0.054,0.924,0.01,88.1%
88200,0.49,0.51,0.02,0.014,0.946,0.02,88.2%
88300,0.46,0.54,0,0.018,0.954,0.028,88.3%
88400,0.58,0.42,0.02,0.04,0.916,0.024,88.4%
88500,0.54,0.46,0.038,0.066,0.864,0.032,88.5%
88600,0.53,0.47,0.03,0.05,0.892,0.028,88.6%
88700,0.66,0.34,0.006,0.028,0.934,0.032,88.7%
88800,0.63,0.37,0.03,0.006,0.94,0.024,88.8%
88900,0.51,0.49,0.016,0.02,0.946,0.018,88.9%
89000,0.59,0.41,0.02,0.002,0.948,0.03,89%
89100,0.45,0.55,0.05,0.042,0.894,0.014,89.1%
89200,0.65,0.35,0.038,0.026,0.888,0.048,89.2%
89300,0.47,0.53,0.046,0.006,0.886,0.062,89.3%
89400,0.67,0.33,0.024,0.012,0.946,0.018,89.4%
89500,0.5,0.5,0.02,0.032,0.91,0.038,89.5%
89600,0.67,0.33,0.022,0.034,0.934,0.01,89.6%
89700,0.57,0.43,0.024,0.022,0.906,0.048,89.7%
89800,0.53,0.47,0.03,0.012,0.934,0.024,89.8%
89900,0.43,0.57,0.016,0.044,0.918,0.022,89.9%
90000,0.55,0.45,0.026,0.014,0.912,0.048,90%
90100,0.55,0.45,0.024,0.092,0.862,0.022,90.1%
90200,0.79,0.21,0.016,0.03,0.918,0.036,90.2%
90300,0.71,0.29,0.012,0.008,0.958,0.022,90.3%
90400,0.56,0.44,0.036,0.022,0.908,0.034,90.4%
90500,0.56,0.44,0.022,0.048,0.92,0.01,90.5%
90600,0.58,0.42,0.008,0.03,0.95,0.012,90.6%
90700,0.66,0.34,0.016,0.054,0.912,0.018,90.7%
90800,0.57,0.43,0.024,0.028,0.93,0.018,90.8%
90900,0.38,0.62,0.026,0.026,0.92,0.028,90.9%
91000,0.54,0.46,0.044,0.01,0.912,0.034,91%
91100,0.38,0.62,0.05,0.014,0.918,0.018,91.1%
91200,0.54,0.46,0.02,0.022,0.91,0.048,91.2%
91300,0.49,0.51,0.018,0.03,0.92,0.032,91.3%
91400,0.5,0.5,0.022,0.016,0.936,0.026,91.4%
91500,0.56,0.44,0.018,0.03,0.924,0.028,91.5%
91600,0.53,0.47,0.006,0.034,0.906,0.054,91.6%
91700,0.38,0.62,0.01,0.024,0.922,0.044,91.7%
91800,0.35,0.65,0.03,0.038,0.91,0.022,91.8%
91900,0.55,0.45,0.028,0.02,0.916,0.036,91.9%
92000,0.65,0.35,0.01,0.042,0.914,0.034,92%
92100,0.41,0.59,0.012,0.016,0.942,0.03,92.1%
92200,0.74,0.26,0.03,0.016,0.918,0.036,92.2%
92300,0.42,0.58,0.028,0.052,0.904,0.016,92.3%
92400,0.47,0.53,0.018,0.038,0.926,0.018,92.4%
92500,0.52,0.48,0.028,0.012,0.952,0.008,92.5%
92600,0.71,0.29,0.002,0.018,0.966,0.014,92.6%
92700,0.67,0.33,0.012,0.03,0.952,0.006,92.7%
92800,0.48,0.52,0.012,0.044,0.92,0.024,92.8%
92900,0.62,0.38,0.022,0.036,0.918,0.024,92.9%
93000,0.61,0.39,0.032,0.068,0.846,0.054,93%
93100,0.59,0.41,0.022,0.01,0.952,0.016,93.1%
93200,0.62,0.38,0.038,0.038,0.864,0.06,93.2%
93300,0.35,0.65,0.024,0.042,0.894,0.04,93.3%
93400,0.77,0.23,0.032,0.018,0.916,0.034,93.4%
93500,0.55,0.45,0.046,0.03,0.898,0.026,93.5%
93600,0.42,0.58,0.044,0.032,0.89,0.034,93.6%
93700,0.41,0.59,0.01,0.042,0.934,0.014,93.7%
93800,0.43,0.57,0.036,0.014,0.946,0.004,93.8%
93900,0.48,0.52,0.03,0.022,0.926,0.022,93.9%
94000,0.41,0.59,0.044,0.038,0.902,0.016,94%
94100,0.41,0.59,0.042,0.02,0.912,0.026,94.1%
94200,0.49,0.51,0.046,0.02,0.904,0.03,94.2%
94300,0.49,0.51,0.028,0.036,0.914,0.022,94.3%
94400,0.67,0.33,0.022,0.012,0.922,0.044,94.4%
94500,0.58,0.42,0.064,0.012,0.894,0.03,94.5%
94600,0.5,0.5,0.018,0.068,0.89,0.024,94.6%
94700,0.52,0.48,0.02,0.008,0.96,0.012,94.7%
94800,0.7,0.3,0.028,0.004,0.942,0.026,94.8%
94900,0.4,0.6,0.01,0.04,0.932,0.018,94.9%
95000,0.62,0.38,0.044,0.016,0.92,0.02,95%
95100,0.63,0.37,0.024,0.022,0.93,0.024,95.1%
95200,0.59,0.41,0.048,0.04,0.886,0.026,95.2%
95300,0.53,0.47,0.048,0.012,0.932,0.008,95.3%
95400,0.28,0.72,0.002,0.008,0.938,0.052,95.4%
95500,0.79,0.21,0.014,0.024,0.902,0.06,95.5%
95600,0.46,0.54,0.04,0.034,0.918,0.008,95.6%
95700,0.63,0.37,0.022,0.032,0.908,0.038,95.7%
95800,0.55,0.45,0.028,0.016,0.946,0.01,95.8%
95900,0.61,0.39,0.042,0.024,0.918,0.016,95.9%
96000,0.49,0.51,0.012,0.02,0.96,0.008,96%
96100,0.48,0.52,0.044,0.036,0.902,0.018,96.1%
96200,0.43,0.57,0.024,0.028,0.934,0.014,96.2%
96300,0.45,0.55,0.01,0.052,0.91,0.028,96.3%
96400,0.44,0.56,0.016,0.03,0.942,0.012,96.4%
96500,0.66,0.34,0.022,0.022,0.934,0.022,96.5%
96600,0.59,0.41,0.034,0.02,0.92,0.026,96.6%
96700,0.33,0.67,0.058,0.02,0.89,0.032,96.7%
96800,0.56,0.44,0.034,0.016,0.922,0.028,96.8%
96900,0.58,0.42,0.038,0.004,0.926,0.032,96.9%
97000,0.59,0.41,0.018,0.016,0.95,0.016,97%
97100,0.66,0.34,0.03,0.036,0.922,0.012,97.1%
97200,0.44,0.56,0.016,0.044,0.926,0.014,97.2%
97300,0.69,0.31,0.014,0.016,0.932,0.038,97.3%
97400,0.63,0.37,0.022,0.054,0.914,0.01,97.4%
97500,0.49,0.51,0.064,0.024,0.848,0.064,97.5%
97600,0.45,0.55,0.008,0.038,0.932,0.022,97.6%
97700,0.7,0.3,0.03,0.01,0.952,0.008,97.7%
97800,0.47,0.53,0.024,0.03,0.902,0.044,97.8%
97900,0.58,0.42,0.038,0.028,0.898,0.036,97.9%
98000,0.63,0.37,0.018,0.02,0.918,0.044,98%
98100,0.47,0.53,0.022,0.046,0.922,0.01,98.1%
98200,0.58,0.42,0.012,0.008,0.968,0.012,98.2%
98300,0.65,0.35,0.016,0.038,0.94,0.006,98.3%
98400,0.4,0.6,0.002,0.028,0.944,0.026,98.4%
98500,0.47,0.53,0.1,0.052,0.838,0.01,98.5%
98600,0.36,0.64,0.022,0.024,0.92,0.034,98.6%
98700,0.53,0.47,0.026,0.024,0.934,0.016,98.7%
98800,0.52,0.48,0.064,0.042,0.86,0.034,98.8%
98900,0.47,0.53,0.026,0.01,0.958,0.006,98.9%
99000,0.34,0.66,0.026,0.032,0.892,0.05,99%
99100,0.57,0.43,0.01,0.034,0.914,0.042,99.1%
99200,0.75,0.25,0.016,0.02,0.942,0.022,99.2%
99300,0.6,0.4,0.034,0.026,0.866,0.074,99.3%
99400,0.53,0.47,0.002,0.032,0.926,0.04,99.4%
99500,0.31,0.69,0.012,0.036,0.904,0.048,99.5%
99600,0.54,0.46,0.03,0.008,0.93,0.032,99.6%
99700,0.68,0.32,0.024,0.042,0.898,0.036,99.7%
99800,0.47,0.53,0.072,0.03,0.87,0.028,99.8%
99900,0.38,0.62,0.056,0.026,0.888,0.03,99.9%
100000,0.58,0.42,0.014,0.022,0.952,0.012,100%
